disease_name,symptoms,department_name
Viêm gan C mạn,"buồn nôn, vàng da, đau hạ sườn phải",Tiêu hóa
Viêm gan C mạn,"vàng da, ngứa da, đau khớp, đau hạ sườn phải, buồn nôn, mệt mỏi",Tiêu hóa
Viêm tụy cấp,"đau thượng vị, đau lan vai trái, buồn nôn, nôn, sốt nhẹ, đầy bụng, tim đập nhanh, vã mồ hôi",Tiêu hóa
Viêm tụy cấp,"vã mồ hôi, buồn nôn, nôn, tim đập nhanh, đau lan vai trái, sốt nhẹ, đau thượng vị, đầy bụng",Tiêu hóa
Viêm tụy cấp,"đầy bụng, nôn, vã mồ hôi, sốt nhẹ, đau lan vai trái, tim đập nhanh, buồn nôn, đau thượng vị",Tiêu hóa
Viêm tụy cấp,"buồn nôn, nôn, đau lan vai trái, đau thượng vị, sốt nhẹ, vã mồ hôi, đầy bụng",Tiêu hóa
Viêm tụy cấp,"sốt nhẹ, vã mồ hôi, đau thượng vị, đầy bụng, đau lan vai trái",Tiêu hóa
Viêm tụy cấp,"đau thượng vị, nôn, đầy bụng, vã mồ hôi, tim đập nhanh",Tiêu hóa
Viêm tụy cấp,"nôn, đầy bụng, buồn nôn, vã mồ hôi, đau thượng vị",Tiêu hóa
Viêm tụy cấp,"vã mồ hôi, đau lan vai trái, sốt nhẹ, nôn, đầy bụng, buồn nôn",Tiêu hóa
Viêm tụy cấp,"tim đập nhanh, đầy bụng, sốt nhẹ, nôn, đau thượng vị, đau lan vai trái, buồn nôn",Tiêu hóa
Viêm tụy cấp,"đau lan vai trái, đau thượng vị, vã mồ hôi, đầy bụng, tim đập nhanh, buồn nôn, sốt nhẹ, nôn",Tiêu hóa
Viêm túi mật cấp,"đau hạ sườn phải, sốt cao, buồn nôn, nôn, vàng da, ớn lạnh, đầy bụng",Tiêu hóa
Viêm túi mật cấp,"đau hạ sườn phải, đầy bụng, buồn nôn, ớn lạnh",Tiêu hóa
Viêm túi mật cấp,"đầy bụng, vàng da, nôn",Tiêu hóa
Viêm túi mật cấp,"đầy bụng, buồn nôn, sốt cao, ớn lạnh, nôn",Tiêu hóa
Viêm túi mật cấp,"đau hạ sườn phải, vàng da, sốt cao, buồn nôn",Tiêu hóa
Viêm túi mật cấp,"buồn nôn, vàng da, đầy bụng, đau hạ sườn phải, sốt cao, ớn lạnh, nôn",Tiêu hóa
Viêm túi mật cấp,"đầy bụng, ớn lạnh, đau hạ sườn phải, sốt cao",Tiêu hóa
Viêm túi mật cấp,"nôn, buồn nôn, đầy bụng, ớn lạnh",Tiêu hóa
Viêm túi mật cấp,"đau hạ sườn phải, vàng da, đầy bụng, ớn lạnh, nôn, sốt cao, buồn nôn",Tiêu hóa
Viêm túi mật cấp,"đầy bụng, ớn lạnh, sốt cao, nôn, buồn nôn",Tiêu hóa
Sỏi mật,"đau hạ sườn phải, buồn nôn, nôn, đầy bụng, đau bụng sau ăn, vàng da, ợ hơi",Tiêu hóa
Sỏi mật,"buồn nôn, đau bụng sau ăn, vàng da, đầy bụng, ợ hơi",Tiêu hóa
Sỏi mật,"đau hạ sườn phải, nôn, đau bụng sau ăn, buồn nôn, ợ hơi, đầy bụng, vàng da",Tiêu hóa
Sỏi mật,"vàng da, đầy bụng, đau bụng sau ăn, đau hạ sườn phải",Tiêu hóa
Sỏi mật,"đau bụng sau ăn, buồn nôn, ợ hơi, vàng da",Tiêu hóa
Sỏi mật,"đau hạ sườn phải, buồn nôn, ợ hơi, đau bụng sau ăn, vàng da, đầy bụng, nôn",Tiêu hóa
Sỏi mật,"đau hạ sườn phải, buồn nôn, vàng da, nôn",Tiêu hóa
Sỏi mật,"nôn, vàng da, đau hạ sườn phải",Tiêu hóa
Sỏi mật,"ợ hơi, đau bụng sau ăn, đầy bụng, vàng da, buồn nôn",Tiêu hóa
Sỏi mật,"đầy bụng, ợ hơi, buồn nôn, nôn, đau bụng sau ăn, vàng da, đau hạ sườn phải",Tiêu hóa
Tắc ruột,"đau quặn bụng, nôn, chướng bụng, táo bón, đầy bụng, tim đập nhanh, mệt mỏi",Tiêu hóa
Tắc ruột,"đầy bụng, nôn, chướng bụng, đau quặn bụng, táo bón, mệt mỏi",Tiêu hóa
Tắc ruột,"đau quặn bụng, táo bón, chướng bụng, mệt mỏi",Tiêu hóa
Tắc ruột,"đau quặn bụng, nôn, táo bón, chướng bụng, tim đập nhanh, mệt mỏi, đầy bụng",Tiêu hóa
Tắc ruột,"tim đập nhanh, đau quặn bụng, chướng bụng, nôn, mệt mỏi, táo bón, đầy bụng",Tiêu hóa
Tắc ruột,"đầy bụng, mệt mỏi, táo bón, nôn, chướng bụng, đau quặn bụng, tim đập nhanh",Tiêu hóa
Tắc ruột,"đau quặn bụng, chướng bụng, nôn, táo bón, đầy bụng, mệt mỏi",Tiêu hóa
Tắc ruột,"đau quặn bụng, táo bón, nôn, đầy bụng",Tiêu hóa
Tắc ruột,"tim đập nhanh, táo bón, nôn",Tiêu hóa
Tắc ruột,"chướng bụng, đầy bụng, nôn, mệt mỏi, đau quặn bụng, táo bón",Tiêu hóa
Thoát vị bẹn,"khối u sờ thấy, đau bẹn, đau khi đi, đau bụng, buồn nôn, đau quặn bụng",Tiêu hóa
Thoát vị bẹn,"đau bụng, đau bẹn, đau khi đi, khối u sờ thấy, đau quặn bụng, buồn nôn",Tiêu hóa
Thoát vị bẹn,"khối u sờ thấy, đau quặn bụng, buồn nôn",Tiêu hóa
Thoát vị bẹn,"đau quặn bụng, đau bụng, khối u sờ thấy, đau khi đi, buồn nôn, đau bẹn",Tiêu hóa
Thoát vị bẹn,"đau bụng, đau khi đi, buồn nôn, khối u sờ thấy, đau bẹn",Tiêu hóa
Thoát vị bẹn,"buồn nôn, đau bẹn, đau bụng, đau quặn bụng, đau khi đi, khối u sờ thấy",Tiêu hóa
Thoát vị bẹn,"đau bụng, đau bẹn, buồn nôn",Tiêu hóa
Thoát vị bẹn,"đau bụng, khối u sờ thấy, buồn nôn, đau quặn bụng",Tiêu hóa
Thoát vị bẹn,"đau bẹn, khối u sờ thấy, đau khi đi",Tiêu hóa
Thoát vị bẹn,"đau quặn bụng, đau bụng, buồn nôn",Tiêu hóa
Viêm phổi cộng đồng,"sốt cao, ho có đờm, khó thở, đau ngực, mệt mỏi, ớn lạnh, vã mồ hôi, tím tái",Hô hấp
Viêm phổi cộng đồng,"ớn lạnh, khó thở, ho có đờm, vã mồ hôi, tím tái, mệt mỏi, sốt cao, đau ngực",Hô hấp
Viêm phổi cộng đồng,"tím tái, sốt cao, ớn lạnh, ho có đờm",Hô hấp
Viêm phổi cộng đồng,"vã mồ hôi, tím tái, đau ngực, ho có đờm, ớn lạnh, sốt cao, khó thở",Hô hấp
Viêm phổi cộng đồng,"tím tái, đau ngực, vã mồ hôi, ớn lạnh, sốt cao, ho có đờm, khó thở, mệt mỏi",Hô hấp
Viêm phổi cộng đồng,"mệt mỏi, đau ngực, ớn lạnh, sốt cao, khó thở, tím tái, vã mồ hôi, ho có đờm",Hô hấp
Viêm phổi cộng đồng,"vã mồ hôi, đau ngực, mệt mỏi, sốt cao, ớn lạnh, tím tái, khó thở, ho có đờm",Hô hấp
Viêm phổi cộng đồng,"mệt mỏi, đau ngực, khó thở, sốt cao, vã mồ hôi",Hô hấp
Viêm phổi cộng đồng,"ho có đờm, đau ngực, khó thở, vã mồ hôi, mệt mỏi, tím tái",Hô hấp
Viêm phổi cộng đồng,"ớn lạnh, ho có đờm, vã mồ hôi, khó thở, sốt cao, đau ngực",Hô hấp
Viêm phổi do vi khuẩn,"sốt cao, ho có đờm, đau ngực, khó thở, ớn lạnh, vã mồ hôi, thở nhanh, mệt mỏi",Hô hấp
Viêm phổi do vi khuẩn,"đau ngực, sốt cao, ho có đờm, ớn lạnh, vã mồ hôi, thở nhanh, mệt mỏi, khó thở",Hô hấp
Viêm phổi do vi khuẩn,"ớn lạnh, vã mồ hôi, đau ngực, khó thở, sốt cao, mệt mỏi, ho có đờm, thở nhanh",Hô hấp
Viêm phổi do vi khuẩn,"đau ngực, mệt mỏi, ho có đờm, khó thở, vã mồ hôi, sốt cao",Hô hấp
Viêm phổi do vi khuẩn,"ớn lạnh, vã mồ hôi, khó thở, ho có đờm, đau ngực",Hô hấp
Viêm phổi do vi khuẩn,"vã mồ hôi, khó thở, thở nhanh, mệt mỏi, đau ngực",Hô hấp
Viêm phổi do vi khuẩn,"ho có đờm, sốt cao, khó thở, vã mồ hôi, mệt mỏi, ớn lạnh, thở nhanh, đau ngực",Hô hấp
Viêm phổi do vi khuẩn,"khó thở, ớn lạnh, ho có đờm, mệt mỏi, thở nhanh, đau ngực, vã mồ hôi",Hô hấp
Viêm phổi do vi khuẩn,"sốt cao, mệt mỏi, ho có đờm, đau ngực, khó thở",Hô hấp
Viêm phổi do vi khuẩn,"khó thở, ớn lạnh, sốt cao, đau ngực, vã mồ hôi, ho có đờm",Hô hấp
Viêm phổi do virus,"sốt cao, ho khan, khó thở, đau cơ, mệt mỏi, đau đầu, thở nhanh, mất mùi",Hô hấp
Viêm phổi do virus,"đau cơ, khó thở, mất mùi, thở nhanh, đau đầu, mệt mỏi",Hô hấp
Viêm phổi do virus,"ho khan, đau cơ, mất mùi, thở nhanh, mệt mỏi, khó thở, đau đầu",Hô hấp
Viêm phổi do virus,"đau cơ, đau đầu, mất mùi, ho khan, khó thở, thở nhanh",Hô hấp
Viêm phổi do virus,"đau đầu, thở nhanh, khó thở, ho khan, sốt cao",Hô hấp
Viêm phổi do virus,"đau cơ, sốt cao, mệt mỏi, ho khan",Hô hấp
Viêm phổi do virus,"đau cơ, ho khan, mất mùi, đau đầu, khó thở, thở nhanh, sốt cao, mệt mỏi",Hô hấp
Viêm phổi do virus,"khó thở, sốt cao, thở nhanh, mệt mỏi, mất mùi",Hô hấp
Viêm phổi do virus,"đau cơ, khó thở, mất mùi, ho khan, sốt cao, mệt mỏi, đau đầu, thở nhanh",Hô hấp
Viêm phổi do virus,"sốt cao, khó thở, ho khan, đau cơ, mất mùi, đau đầu",Hô hấp
Hen phế quản,"khó thở, thở khò khè, ho khan, tức ngực, khó thở đêm, khó thở gắng sức, thở rít, ngứa mũi",Hô hấp
Hen phế quản,"ngứa mũi, thở rít, khó thở, khó thở gắng sức, ho khan, tức ngực, thở khò khè",Hô hấp
Hen phế quản,"tức ngực, thở rít, thở khò khè, khó thở gắng sức, khó thở đêm",Hô hấp
Hen phế quản,"ngứa mũi, thở khò khè, tức ngực, khó thở gắng sức, ho khan, khó thở đêm",Hô hấp
Hen phế quản,"ho khan, thở khò khè, ngứa mũi, khó thở",Hô hấp
Hen phế quản,"ho khan, khó thở, khó thở đêm, thở khò khè, ngứa mũi, thở rít",Hô hấp
Hen phế quản,"tức ngực, khó thở đêm, thở khò khè, khó thở, ho khan, khó thở gắng sức",Hô hấp
Hen phế quản,"ho khan, khó thở, khó thở gắng sức, ngứa mũi, thở rít, khó thở đêm, tức ngực",Hô hấp
Hen phế quản,"thở khò khè, thở rít, ngứa mũi, ho khan",Hô hấp
Hen phế quản,"khó thở, thở rít, tức ngực, thở khò khè, ngứa mũi",Hô hấp
COPD,"khó thở gắng sức, ho có đờm, thở khò khè, tức ngực, mệt mỏi, tím tái, sụt cân, thở nhanh",Hô hấp
COPD,"ho có đờm, tức ngực, tím tái, thở nhanh, sụt cân, khó thở gắng sức, thở khò khè, mệt mỏi",Hô hấp
COPD,"tím tái, thở khò khè, tức ngực, thở nhanh, ho có đờm",Hô hấp
COPD,"tím tái, thở khò khè, mệt mỏi, thở nhanh, khó thở gắng sức, tức ngực, sụt cân",Hô hấp
COPD,"tức ngực, tím tái, ho có đờm, mệt mỏi, thở khò khè, sụt cân, khó thở gắng sức, thở nhanh",Hô hấp
COPD,"ho có đờm, thở khò khè, sụt cân, tím tái",Hô hấp
COPD,"khó thở gắng sức, mệt mỏi, thở nhanh, tức ngực, thở khò khè, tím tái, ho có đờm",Hô hấp
COPD,"tím tái, thở khò khè, tức ngực, thở nhanh",Hô hấp
COPD,"sụt cân, mệt mỏi, ho có đờm, thở nhanh, khó thở gắng sức, thở khò khè, tức ngực, tím tái",Hô hấp
COPD,"khó thở gắng sức, thở nhanh, tím tái, ho có đờm, thở khò khè, sụt cân, tức ngực, mệt mỏi",Hô hấp
Viêm phế quản cấp,"ho có đờm, ho khan, đau họng, sốt nhẹ, mệt mỏi, đau ngực, thở khò khè, nghẹt mũi",Hô hấp
Viêm phế quản cấp,"nghẹt mũi, ho có đờm, ho khan, sốt nhẹ",Hô hấp
Viêm phế quản cấp,"ho có đờm, thở khò khè, đau họng, đau ngực, mệt mỏi, ho khan, sốt nhẹ",Hô hấp
Viêm phế quản cấp,"nghẹt mũi, ho có đờm, đau ngực, đau họng, sốt nhẹ, thở khò khè",Hô hấp
Viêm phế quản cấp,"ho có đờm, ho khan, mệt mỏi, nghẹt mũi, đau họng, thở khò khè, sốt nhẹ, đau ngực",Hô hấp
Viêm phế quản cấp,"đau ngực, sốt nhẹ, đau họng, thở khò khè, ho có đờm, nghẹt mũi, ho khan, mệt mỏi",Hô hấp
Viêm phế quản cấp,"đau ngực, ho khan, thở khò khè, nghẹt mũi, đau họng, mệt mỏi, ho có đờm, sốt nhẹ",Hô hấp
Viêm phế quản cấp,"thở khò khè, đau họng, mệt mỏi, đau ngực, sốt nhẹ, ho có đờm, nghẹt mũi",Hô hấp
Viêm phế quản cấp,"đau ngực, thở khò khè, mệt mỏi, nghẹt mũi",Hô hấp
Viêm phế quản cấp,"đau họng, ho có đờm, mệt mỏi, đau ngực, sốt nhẹ, thở khò khè, ho khan",Hô hấp
Viêm phế quản mạn,"ho có đờm, khó thở gắng sức, thở khò khè, đau ngực, mệt mỏi, khó thở đêm, tím tái",Hô hấp
Viêm phế quản mạn,"thở khò khè, khó thở đêm, ho có đờm, khó thở gắng sức, tím tái, mệt mỏi, đau ngực",Hô hấp
Viêm phế quản mạn,"mệt mỏi, đau ngực, khó thở đêm",Hô hấp
Viêm phế quản mạn,"ho có đờm, đau ngực, khó thở đêm, thở khò khè, mệt mỏi",Hô hấp
Viêm phế quản mạn,"ho có đờm, thở khò khè, mệt mỏi",Hô hấp
Viêm phế quản mạn,"khó thở đêm, mệt mỏi, khó thở gắng sức, ho có đờm, tím tái",Hô hấp
Viêm phế quản mạn,"tím tái, đau ngực, khó thở gắng sức, thở khò khè",Hô hấp
Viêm phế quản mạn,"khó thở đêm, mệt mỏi, ho có đờm, tím tái, khó thở gắng sức, đau ngực",Hô hấp
Viêm phế quản mạn,"mệt mỏi, đau ngực, khó thở gắng sức, tím tái",Hô hấp
Viêm phế quản mạn,"ho có đờm, khó thở đêm, thở khò khè, mệt mỏi, tím tái, khó thở gắng sức, đau ngực",Hô hấp
Lao phổi,"ho có đờm, ho ra máu, sốt chiều, mồ hôi đêm, sụt cân, mệt mỏi, đau ngực, chán ăn",Hô hấp
Lao phổi,"mệt mỏi, sụt cân, đau ngực, mồ hôi đêm, sốt chiều, ho ra máu, ho có đờm",Hô hấp
Lao phổi,"ho ra máu, sụt cân, ho có đờm, mệt mỏi, đau ngực, chán ăn, sốt chiều, mồ hôi đêm",Hô hấp
Lao phổi,"sốt chiều, ho ra máu, đau ngực, mệt mỏi, ho có đờm, chán ăn",Hô hấp
Lao phổi,"chán ăn, ho ra máu, mồ hôi đêm, đau ngực, sụt cân",Hô hấp
Lao phổi,"đau ngực, chán ăn, ho có đờm, mệt mỏi, sốt chiều, ho ra máu",Hô hấp
Lao phổi,"mồ hôi đêm, sụt cân, ho có đờm, sốt chiều, ho ra máu, chán ăn",Hô hấp
Lao phổi,"ho có đờm, đau ngực, chán ăn, sụt cân, mồ hôi đêm",Hô hấp
Lao phổi,"chán ăn, mồ hôi đêm, ho ra máu, ho có đờm, mệt mỏi, sụt cân",Hô hấp
Lao phổi,"đau ngực, sốt chiều, mồ hôi đêm, ho có đờm, sụt cân",Hô hấp
Tràn dịch màng phổi,"khó thở, đau ngực, ho khan, sốt nhẹ, mệt mỏi, khó thở khi nằm, thở nhanh, tím tái",Hô hấp
Tràn dịch màng phổi,"đau ngực, thở nhanh, khó thở, khó thở khi nằm, sốt nhẹ, ho khan",Hô hấp
Tràn dịch màng phổi,"thở nhanh, ho khan, mệt mỏi, đau ngực, sốt nhẹ, khó thở, khó thở khi nằm, tím tái",Hô hấp
Tràn dịch màng phổi,"đau ngực, khó thở, tím tái, ho khan, sốt nhẹ, mệt mỏi, khó thở khi nằm",Hô hấp
Tràn dịch màng phổi,"khó thở, đau ngực, ho khan, khó thở khi nằm, mệt mỏi, tím tái, sốt nhẹ",Hô hấp
Tràn dịch màng phổi,"sốt nhẹ, ho khan, khó thở, đau ngực, khó thở khi nằm, thở nhanh, mệt mỏi, tím tái",Hô hấp
Tràn dịch màng phổi,"mệt mỏi, sốt nhẹ, ho khan, khó thở, đau ngực, khó thở khi nằm, thở nhanh",Hô hấp
Tràn dịch màng phổi,"tím tái, mệt mỏi, ho khan, thở nhanh, sốt nhẹ",Hô hấp
Tràn dịch màng phổi,"khó thở khi nằm, sốt nhẹ, ho khan, thở nhanh",Hô hấp
Tràn dịch màng phổi,"khó thở, thở nhanh, ho khan, tím tái, khó thở khi nằm, đau ngực, sốt nhẹ",Hô hấp
Tràn khí màng phổi,"khó thở, đau ngực, thở nhanh, tím tái, tim đập nhanh, hồi hộp, vã mồ hôi, ho khan",Hô hấp
Tràn khí màng phổi,"tim đập nhanh, ho khan, tím tái, thở nhanh, hồi hộp, vã mồ hôi, đau ngực",Hô hấp
Tràn khí màng phổi,"đau ngực, tim đập nhanh, hồi hộp, ho khan",Hô hấp
Tràn khí màng phổi,"khó thở, tim đập nhanh, tím tái, hồi hộp, đau ngực, ho khan",Hô hấp
Tràn khí màng phổi,"tím tái, khó thở, đau ngực, hồi hộp",Hô hấp
Tràn khí màng phổi,"vã mồ hôi, ho khan, khó thở, thở nhanh, hồi hộp, tím tái, đau ngực, tim đập nhanh",Hô hấp
Tràn khí màng phổi,"đau ngực, tím tái, khó thở, hồi hộp, ho khan, thở nhanh",Hô hấp
Tràn khí màng phổi,"ho khan, khó thở, tim đập nhanh, thở nhanh, vã mồ hôi, hồi hộp, tím tái",Hô hấp
Tràn khí màng phổi,"thở nhanh, tim đập nhanh, khó thở, đau ngực",Hô hấp
Tràn khí màng phổi,"ho khan, đau ngực, hồi hộp, thở nhanh, khó thở",Hô hấp
Áp xe phổi,"sốt cao, ho có đờm, ho ra máu, đau ngực, mệt mỏi, sụt cân, mồ hôi đêm, khó thở",Hô hấp
Áp xe phổi,"đau ngực, ho có đờm, sụt cân, khó thở",Hô hấp
Áp xe phổi,"mệt mỏi, mồ hôi đêm, sốt cao, ho có đờm, ho ra máu, sụt cân, đau ngực",Hô hấp
Áp xe phổi,"mồ hôi đêm, ho có đờm, ho ra máu, sụt cân, đau ngực",Hô hấp
Áp xe phổi,"sụt cân, khó thở, sốt cao, ho ra máu, đau ngực, mồ hôi đêm, mệt mỏi, ho có đờm",Hô hấp
Áp xe phổi,"đau ngực, sụt cân, ho có đờm, ho ra máu, mệt mỏi, mồ hôi đêm, sốt cao, khó thở",Hô hấp
Áp xe phổi,"ho có đờm, mệt mỏi, đau ngực, mồ hôi đêm, sụt cân, sốt cao, khó thở, ho ra máu",Hô hấp
Áp xe phổi,"ho ra máu, sụt cân, đau ngực, khó thở, ho có đờm, mệt mỏi, mồ hôi đêm, sốt cao",Hô hấp
Áp xe phổi,"ho có đờm, khó thở, sụt cân, ho ra máu, đau ngực",Hô hấp
Áp xe phổi,"ho ra máu, sốt cao, ho có đờm, đau ngực, mệt mỏi, sụt cân, mồ hôi đêm, khó thở",Hô hấp
Giãn phế quản,"ho có đờm, ho ra máu, khó thở gắng sức, mệt mỏi, đau ngực, sốt nhẹ, sụt cân",Hô hấp
Giãn phế quản,"sốt nhẹ, mệt mỏi, sụt cân, khó thở gắng sức, đau ngực, ho có đờm, ho ra máu",Hô hấp
Giãn phế quản,"mệt mỏi, sốt nhẹ, ho có đờm, khó thở gắng sức, sụt cân, ho ra máu",Hô hấp
Giãn phế quản,"mệt mỏi, ho ra máu, ho có đờm, khó thở gắng sức, đau ngực, sụt cân, sốt nhẹ",Hô hấp
Giãn phế quản,"ho có đờm, khó thở gắng sức, ho ra máu, đau ngực, mệt mỏi, sụt cân, sốt nhẹ",Hô hấp
Giãn phế quản,"khó thở gắng sức, đau ngực, ho có đờm",Hô hấp
Giãn phế quản,"khó thở gắng sức, ho ra máu, sụt cân, sốt nhẹ",Hô hấp
Giãn phế quản,"khó thở gắng sức, ho có đờm, ho ra máu, sụt cân, mệt mỏi, sốt nhẹ",Hô hấp
Giãn phế quản,"đau ngực, sụt cân, sốt nhẹ, ho có đờm, mệt mỏi, ho ra máu, khó thở gắng sức",Hô hấp
Giãn phế quản,"ho có đờm, ho ra máu, mệt mỏi",Hô hấp
Viêm tiểu phế quản,"khó thở, thở khò khè, ho khan, sốt nhẹ, thở nhanh, biếng ăn, mệt mỏi, tím tái",Hô hấp
Viêm tiểu phế quản,"tím tái, khó thở, mệt mỏi, sốt nhẹ",Hô hấp
Viêm tiểu phế quản,"khó thở, sốt nhẹ, ho khan, thở nhanh, mệt mỏi, thở khò khè, biếng ăn, tím tái",Hô hấp
Viêm tiểu phế quản,"ho khan, biếng ăn, thở nhanh, mệt mỏi, tím tái",Hô hấp
Viêm tiểu phế quản,"thở nhanh, sốt nhẹ, tím tái, mệt mỏi, biếng ăn, khó thở",Hô hấp
Viêm tiểu phế quản,"thở khò khè, thở nhanh, sốt nhẹ, khó thở, ho khan, biếng ăn",Hô hấp
Viêm tiểu phế quản,"ho khan, sốt nhẹ, biếng ăn, tím tái, thở khò khè, thở nhanh, mệt mỏi",Hô hấp
Viêm tiểu phế quản,"thở nhanh, sốt nhẹ, tím tái, biếng ăn, ho khan, khó thở, mệt mỏi, thở khò khè",Hô hấp
Viêm tiểu phế quản,"tím tái, thở nhanh, mệt mỏi, thở khò khè, ho khan, biếng ăn, khó thở, sốt nhẹ",Hô hấp
Viêm tiểu phế quản,"thở nhanh, biếng ăn, sốt nhẹ, mệt mỏi, ho khan, tím tái, khó thở",Hô hấp
Bệnh bụi phổi silic,"khó thở gắng sức, ho khan, ho có đờm, đau ngực, mệt mỏi, sụt cân, tím tái",Hô hấp
Bệnh bụi phổi silic,"mệt mỏi, khó thở gắng sức, tím tái",Hô hấp
Bệnh bụi phổi silic,"khó thở gắng sức, ho có đờm, sụt cân, tím tái",Hô hấp
Bệnh bụi phổi silic,"khó thở gắng sức, ho có đờm, tím tái",Hô hấp
Bệnh bụi phổi silic,"khó thở gắng sức, ho có đờm, đau ngực, tím tái, mệt mỏi, sụt cân, ho khan",Hô hấp
Bệnh bụi phổi silic,"mệt mỏi, ho khan, tím tái, ho có đờm, khó thở gắng sức, sụt cân, đau ngực",Hô hấp
Bệnh bụi phổi silic,"ho khan, ho có đờm, tím tái, đau ngực, khó thở gắng sức, mệt mỏi",Hô hấp
Bệnh bụi phổi silic,"đau ngực, mệt mỏi, sụt cân, ho có đờm, ho khan, tím tái, khó thở gắng sức",Hô hấp
Bệnh bụi phổi silic,"đau ngực, khó thở gắng sức, ho khan, tím tái, ho có đờm, mệt mỏi, sụt cân",Hô hấp
Bệnh bụi phổi silic,"tím tái, sụt cân, mệt mỏi, ho có đờm",Hô hấp
Ngưng thở khi ngủ,"ngưng thở khi ngủ, buồn ngủ, đau đầu buổi sáng, mất tập trung, tim đập nhanh, mệt mỏi",Hô hấp
Ngưng thở khi ngủ,"buồn ngủ, mất tập trung, ngưng thở khi ngủ",Hô hấp
Ngưng thở khi ngủ,"đau đầu buổi sáng, ngưng thở khi ngủ, tim đập nhanh",Hô hấp
Ngưng thở khi ngủ,"mệt mỏi, ngưng thở khi ngủ, buồn ngủ, mất tập trung, tim đập nhanh, đau đầu buổi sáng",Hô hấp
Ngưng thở khi ngủ,"mất tập trung, mệt mỏi, buồn ngủ",Hô hấp
Ngưng thở khi ngủ,"buồn ngủ, đau đầu buổi sáng, ngưng thở khi ngủ, tim đập nhanh, mệt mỏi",Hô hấp
Ngưng thở khi ngủ,"buồn ngủ, tim đập nhanh, mệt mỏi, mất tập trung, đau đầu buổi sáng",Hô hấp
Ngưng thở khi ngủ,"mất tập trung, mệt mỏi, ngưng thở khi ngủ, đau đầu buổi sáng",Hô hấp
Ngưng thở khi ngủ,"buồn ngủ, ngưng thở khi ngủ, đau đầu buổi sáng, mệt mỏi, tim đập nhanh, mất tập trung",Hô hấp
Ngưng thở khi ngủ,"ngưng thở khi ngủ, mất tập trung, mệt mỏi, buồn ngủ",Hô hấp
Đột quỵ não,"méo miệng, nói ngọng, tê liệt nửa người, yếu tay, yếu chân, đau đầu dữ dội, mất thị lực, lú lẫn",Thần kinh
Đột quỵ não,"méo miệng, yếu tay, nói ngọng, đau đầu dữ dội",Thần kinh
Đột quỵ não,"lú lẫn, tê liệt nửa người, yếu chân, méo miệng, nói ngọng, mất thị lực, đau đầu dữ dội, yếu tay",Thần kinh
Đột quỵ não,"đau đầu dữ dội, yếu chân, mất thị lực, yếu tay",Thần kinh
Đột quỵ não,"nói ngọng, yếu chân, đau đầu dữ dội, yếu tay, tê liệt nửa người, lú lẫn",Thần kinh
Đột quỵ não,"yếu chân, méo miệng, mất thị lực, lú lẫn, đau đầu dữ dội",Thần kinh
Đột quỵ não,"nói ngọng, tê liệt nửa người, lú lẫn, méo miệng, yếu tay, yếu chân, đau đầu dữ dội",Thần kinh
Đột quỵ não,"lú lẫn, đau đầu dữ dội, yếu tay, nói ngọng, mất thị lực, yếu chân, tê liệt nửa người, méo miệng",Thần kinh
Đột quỵ não,"tê liệt nửa người, yếu chân, đau đầu dữ dội, méo miệng, lú lẫn, mất thị lực",Thần kinh
Đột quỵ não,"mất thị lực, yếu tay, méo miệng, lú lẫn, tê liệt nửa người, nói ngọng",Thần kinh
Cơn thiếu máu não thoáng qua,"méo miệng, nói khó, yếu tay, tê tay, mờ mắt, chóng mặt, đau đầu, mất trí nhớ",Thần kinh
Cơn thiếu máu não thoáng qua,"nói khó, tê tay, mờ mắt, yếu tay",Thần kinh
Cơn thiếu máu não thoáng qua,"mờ mắt, méo miệng, mất trí nhớ, đau đầu",Thần kinh
Cơn thiếu máu não thoáng qua,"mất trí nhớ, yếu tay, mờ mắt, méo miệng, nói khó, chóng mặt, đau đầu",Thần kinh
Cơn thiếu máu não thoáng qua,"méo miệng, nói khó, tê tay, đau đầu, mất trí nhớ, chóng mặt, yếu tay, mờ mắt",Thần kinh
Cơn thiếu máu não thoáng qua,"tê tay, yếu tay, nói khó, chóng mặt, đau đầu, mất trí nhớ, méo miệng",Thần kinh
Cơn thiếu máu não thoáng qua,"méo miệng, chóng mặt, đau đầu, yếu tay, nói khó, tê tay, mất trí nhớ",Thần kinh
Cơn thiếu máu não thoáng qua,"tê tay, chóng mặt, mờ mắt, méo miệng, nói khó",Thần kinh
Cơn thiếu máu não thoáng qua,"chóng mặt, nói khó, đau đầu, tê tay, méo miệng, mất trí nhớ, yếu tay",Thần kinh
Cơn thiếu máu não thoáng qua,"mất trí nhớ, đau đầu, nói khó, mờ mắt, chóng mặt, yếu tay, méo miệng, tê tay",Thần kinh
Động kinh,"co giật, mất ý thức, co cứng cơ, chảy nước miếng, khó nín tiểu, lú lẫn, đau đầu, mệt mỏi",Thần kinh
Động kinh,"co giật, khó nín tiểu, đau đầu, chảy nước miếng, mệt mỏi, mất ý thức",Thần kinh
Động kinh,"khó nín tiểu, co cứng cơ, chảy nước miếng, co giật, lú lẫn, đau đầu, mệt mỏi",Thần kinh
Động kinh,"mất ý thức, khó nín tiểu, đau đầu, chảy nước miếng",Thần kinh
